acidez,teor_alcoolico,acucar_residual,pH,sulfatos,densidade,classe
8.847699907107863,12.300591420415051,1.6710049890779277,3.1874641805453656,0.7256988616645352,0.9931535335077782,2
8.40321498918017,12.41573785139637,1.9398189598030304,3.391028464100248,0.5577834675822375,0.9922966307887673,1
8.953381976670485,11.183970334105812,3.2472936051232617,3.0028547907328913,0.7369605920105661,0.9930482534940454,1
9.566120899485618,12.278704436593204,3.110370265433465,3.300809303103569,0.7855637858804951,0.9971072835932157,1
8.336092637693664,12.351686967958418,2.479098406035852,3.093948476325512,0.6913434903223701,0.9931012022223361,0
8.336104130135574,11.14277829836836,2.617327383308782,3.0414254335475315,0.8376795812558067,1.0002647641296747,0
9.605448970855175,14.238929413373707,3.777664895788425,3.1785939280090885,0.5726210800896427,0.9959866358017617,2
9.037204310407036,12.568599505094145,1.9084286111641702,2.9929515355161254,0.5255345296688583,0.9953696722473897,1
8.171367929845534,10.570435803356823,3.0470973811700377,3.089270138930564,0.47212797510957216,0.9932832844396375,0
8.879792030510176,12.787864330360595,2.297807347566106,2.9604244214822306,0.7996044311489183,0.996400619758818,1
8.175607615031277,10.830381995727214,2.28231879677278,3.592945026583278,0.7154365656354058,0.9938487243475245,2
8.17398917250082,12.944501524490942,3.59877685198719,3.207052710394346,0.6444415329089546,0.9952440196292908,0
8.669373590096225,13.390314694808884,3.3254163489880297,3.060054898401483,0.677996862631982,1.0001201690765376,0
7.160703828739542,11.015181217977947,3.3135096360006386,3.2427959821468444,0.5374510952701623,0.9948078802005507,0
7.292557517240877,13.156051355093187,3.805478807154329,3.177534390061834,0.8945751979616827,0.9972985466525713,2
8.10639872953132,12.495337112323798,2.521003841632759,3.1558060800933556,0.6629221181975228,0.9935936471497482,1
7.791018215765903,12.986472191993387,3.181952971294964,3.3228333400086854,0.6609394794604894,0.9949300230190061,0
8.719973132816692,14.276151579184736,2.189733243406544,3.351501542009461,0.7225766623898692,0.998541601271271,2
7.864383147135152,11.705534260796556,2.824166352488442,3.0938997704778948,0.6981009231736713,0.9937460658844245,1
7.511387409065296,11.095516602771013,2.3698569456323155,3.084836351871064,0.6723884024279132,0.9986248971159939,2
9.525954138245087,10.932582684449372,2.5969959649927183,3.144989660569671,0.5709525544554688,0.9964155038709109,1
8.341956589659425,11.021027658041474,3.0951570254369134,2.739615767052883,0.6971468357135996,0.9938750664482114,2
8.547269743281547,11.907477948703075,1.6817793167665274,2.8969617875602895,0.8382024496475033,0.9962648154781111,1
7.50267626965058,12.409382369779973,4.592387275685461,3.473374853488905,0.7845420046154978,0.9969451088992535,0
8.118932092832372,12.332028959196023,1.493982618500298,3.528993542700257,0.8093186626639397,0.9962436199244344,1
8.577645812796906,12.992619898843229,1.2858113872122678,3.1501927920887245,0.5988784323568815,0.9918595505602191,2
7.6943044958043885,12.015602270253488,3.6581108735000676,3.3153113926111533,0.551039517974142,0.9935457256483503,2
8.762988612841971,13.744240892588781,3.2916626939629356,3.2622500309087075,0.6374213079900352,0.994504962728897,1
